0.532660	0.200880	0.775914	0.668341	-0.099458	-0.132587	-0.209825	-0.702197	0.384877	0.530425	0.042241	-0.183338	-0.067639	0.246020	0.422282	0.178634	0.238181	0.357856	0.411899	0.117021	0.394506	-0.224362	0.642330	0.394241	-0.990191	0.151831	0.261539	0.183185	0.123709	0.179148	-0.081767	-0.776027	-0.607468	0.149630	0.128792	0.010745	-0.616045	-0.179366	0.226448	0.117728	0.108444	0.065587	-0.477734	0.007880	-0.010634	0.046502	0.093279	-0.670953	-0.484432	0.048265	0.034113	0.065935	-0.121362	0.019314	-0.712744	-0.061285	-0.015973	-0.010480	-0.030259	-0.051278	-0.070347	-0.562706	-0.002851	0.019031	-0.019244	-0.058321	-0.037742	-0.009525	-0.043786	-0.358850	-0.087775	-0.309228	0.219708	-0.107794	-0.183660	-0.014394	-0.072262	-0.122404	-0.102468	-0.103223	0.033853	-0.022036	0.046490	-1.147755	-1.130360	-0.130338	-0.117511	0.062286	0.057616	-0.006184	-0.124691	-0.202685	0.068622	0.119145	0.159042	0.126802	0.136076	0.179801	0.340313	0.279432	0.283340	0.279358	0.236955	0.242897	-0.051741	0.001725	0.011251	0.287994	0.283348	0.317230	0.271317	-0.119135	-0.121085	0.035015	1.033772	0.250628	0.295203	0.289381	-1.608691	0.214245	0.024289	0.342541	0.487040	0.472839	-0.097583	-0.050105	-0.470300	-0.479717	-0.405110
0.570370	0.239253	0.821679	0.694403	-0.101056	-0.140856	-0.215138	-0.674318	0.430298	0.542141	0.032688	-0.192004	-0.077098	0.247090	0.441680	0.181835	0.225577	0.359383	0.412272	0.126117	0.343262	-0.210548	0.648153	0.374343	-1.049786	0.122591	0.240125	0.165614	0.110594	0.175835	-0.088392	-0.808676	-0.627269	0.132988	0.106757	0.002684	-0.622094	-0.211260	0.227440	0.099794	0.093788	0.052480	-0.497386	-0.015387	-0.016750	0.035259	0.079821	-0.671676	-0.505182	0.037395	0.023324	0.057575	-0.130812	0.015388	-0.727971	-0.056528	-0.035872	-0.022405	-0.040015	-0.057147	-0.077670	-0.577243	-0.016070	0.010213	-0.026401	-0.064251	-0.041338	-0.017530	-0.050017	-0.364710	-0.095161	-0.323447	0.205465	-0.113602	-0.193840	-0.017503	-0.073718	-0.129060	-0.104700	-0.099364	0.033427	-0.020225	0.038515	-1.148801	-1.132312	-0.122750	-0.107193	0.055992	0.061312	-0.001622	-0.120082	-0.192233	0.078285	0.127989	0.166434	0.133121	0.147774	0.194664	0.310911	0.277975	0.288071	0.296501	0.248716	0.258200	-0.042860	0.000818	0.047458	0.295832	0.299306	0.339026	0.283317	-0.121409	-0.091544	0.106410	1.063740	0.268720	0.315993	0.307833	-1.582896	0.251900	0.058916	0.394246	0.514607	0.491442	-0.094824	-0.045204	-0.502063	-0.515164	-0.420626
0.613706	0.281072	0.866592	0.718954	-0.103927	-0.150649	-0.221486	-0.643707	0.473844	0.553670	0.021109	-0.202415	-0.087548	0.245300	0.456307	0.182694	0.215209	0.358385	0.409430	0.134981	0.294310	-0.195031	0.653013	0.353938	-1.103491	0.098845	0.218355	0.147622	0.096613	0.171709	-0.095797	-0.833925	-0.642464	0.115198	0.084397	-0.005245	-0.629153	-0.239889	0.227359	0.080738	0.078140	0.038704	-0.513989	-0.035505	-0.021219	0.023690	0.065745	-0.669335	-0.524689	0.025539	0.011796	0.047957	-0.141313	0.009758	-0.743903	-0.049896	-0.054723	-0.034724	-0.050203	-0.063349	-0.086241	-0.592725	-0.029186	0.000776	-0.034125	-0.070959	-0.046570	-0.026205	-0.056766	-0.368152	-0.103834	-0.338615	0.189302	-0.119675	-0.204744	-0.022061	-0.076197	-0.136253	-0.107922	-0.096789	0.031438	-0.020259	0.029089	-1.150496	-1.135263	-0.114340	-0.096537	0.048681	0.064488	0.002460	-0.116116	-0.180303	0.087561	0.135998	0.173117	0.138467	0.159448	0.208719	0.279321	0.275002	0.292181	0.312488	0.259532	0.272743	-0.034171	-0.001042	0.083890	0.302147	0.314483	0.360276	0.294485	-0.124223	-0.059230	0.175200	1.091756	0.286250	0.336710	0.325794	-1.556100	0.290118	0.097617	0.447344	0.541324	0.509131	-0.085426	-0.033513	-0.528060	-0.545065	-0.437263
0.661492	0.325129	0.909682	0.741594	-0.108023	-0.161874	-0.228778	-0.611110	0.514883	0.564830	0.007743	-0.214390	-0.098774	0.240448	0.465777	0.181198	0.207012	0.355004	0.403574	0.143544	0.248475	-0.177645	0.656950	0.333469	-1.149585	0.081181	0.196665	0.129597	0.082089	0.166903	-0.103844	-0.851068	-0.652841	0.096647	0.062170	-0.012839	-0.636867	-0.264796	0.226144	0.061007	0.061811	0.024589	-0.527181	-0.052373	-0.023929	0.012082	0.051363	-0.663969	-0.542987	0.012952	-0.000208	0.037314	-0.152668	0.002577	-0.760409	-0.041400	-0.072178	-0.047157	-0.060584	-0.069738	-0.095883	-0.608968	-0.041908	-0.009063	-0.042271	-0.078295	-0.053352	-0.035359	-0.063839	-0.369118	-0.113681	-0.354491	0.171532	-0.125913	-0.216176	-0.027993	-0.079666	-0.143790	-0.112080	-0.095588	0.027988	-0.022118	0.018369	-1.152744	-1.139019	-0.105447	-0.085826	0.040576	0.067107	0.005980	-0.112815	-0.167036	0.096351	0.143063	0.179022	0.142802	0.170926	0.221761	0.246042	0.270464	0.295627	0.327152	0.269302	0.286335	-0.026033	-0.003654	0.119774	0.306879	0.328646	0.380722	0.304707	-0.127502	-0.025002	0.239909	1.117559	0.302960	0.357076	0.343011	-1.528940	0.327867	0.139369	0.500863	0.566734	0.525643	-0.069893	-0.015954	-0.547783	-0.568806	-0.454812
0.712359	0.370136	0.950066	0.761976	-0.113244	-0.174386	-0.236879	-0.577359	0.552836	0.575452	-0.007106	-0.227675	-0.110530	0.232416	0.469836	0.177386	0.200844	0.349450	0.394977	0.151739	0.206540	-0.158293	0.660025	0.313386	-1.186545	0.070006	0.175473	0.111932	0.067348	0.161564	-0.112372	-0.859663	-0.658299	0.077743	0.040532	-0.019897	-0.644850	-0.285618	0.223754	0.041079	0.045140	0.010477	-0.536701	-0.065998	-0.024818	0.000702	0.037015	-0.655733	-0.560187	-0.000055	-0.012414	0.025906	-0.164639	-0.005952	-0.777303	-0.031133	-0.087923	-0.059412	-0.070912	-0.076153	-0.106382	-0.625735	-0.053963	-0.019080	-0.050682	-0.086079	-0.061543	-0.044790	-0.071047	-0.367610	-0.124543	-0.370798	0.152521	-0.132200	-0.227902	-0.035178	-0.084049	-0.151444	-0.117067	-0.095790	0.023216	-0.025725	0.006552	-1.155410	-1.143360	-0.096401	-0.075320	0.031933	0.069142	0.008854	-0.110180	-0.152602	0.104570	0.149096	0.184111	0.146125	0.182040	0.233611	0.211625	0.264374	0.298411	0.340354	0.277941	0.298814	-0.018758	-0.006772	0.154314	0.309979	0.341583	0.400106	0.313886	-0.131168	0.010200	0.299120	1.140827	0.318597	0.376822	0.359233	-1.502063	0.364063	0.182984	0.553736	0.590410	0.540738	-0.048865	0.006383	-0.560875	-0.585923	-0.473010
0.764814	0.414762	0.986954	0.779782	-0.119455	-0.187990	-0.245610	-0.543368	0.587165	0.585372	-0.023079	-0.241960	-0.122547	0.221177	0.468362	0.171374	0.196496	0.341992	0.383976	0.159509	0.169222	-0.136909	0.662313	0.294104	-1.213069	0.065553	0.155192	0.095001	0.052727	0.155885	-0.121195	-0.859426	-0.658865	0.058904	0.019929	-0.026232	-0.652711	-0.302073	0.220184	0.021434	0.028474	-0.003298	-0.542387	-0.076485	-0.023883	-0.010171	0.023027	-0.644877	-0.576420	-0.013186	-0.024530	0.014006	-0.176974	-0.015586	-0.794369	-0.019245	-0.101690	-0.071206	-0.080949	-0.082425	-0.117501	-0.642748	-0.065078	-0.029040	-0.059202	-0.094121	-0.070962	-0.054287	-0.078185	-0.363660	-0.136230	-0.387223	0.132671	-0.138409	-0.239685	-0.043456	-0.089219	-0.158981	-0.122746	-0.097365	0.017305	-0.030960	-0.006133	-1.158329	-1.148012	-0.087523	-0.065269	0.023013	0.070575	0.011028	-0.108189	-0.137217	0.112147	0.154043	0.188352	0.148438	0.192621	0.244114	0.176628	0.256794	0.300515	0.351977	0.285382	0.310044	-0.012625	-0.010149	0.186698	0.311471	0.353105	0.418187	0.321943	-0.135111	0.045375	0.351539	1.161211	0.332931	0.395686	0.374232	-1.476150	0.397613	0.227147	0.604899	0.611959	0.554202	-0.023087	0.032268	-0.567116	-0.596106	-0.491553
0.817264	0.457682	1.019691	0.794787	-0.126485	-0.202461	-0.254765	-0.510088	0.617400	0.594456	-0.039775	-0.256905	-0.134546	0.206799	0.461377	0.163340	0.193706	0.332935	0.370974	0.166790	0.137167	-0.113499	0.663906	0.276025	-1.228181	0.067865	0.136217	0.079179	0.038560	0.150061	-0.130109	-0.850348	-0.654659	0.040564	0.000777	-0.031664	-0.660053	-0.313972	0.215454	0.002554	0.012172	-0.016400	-0.544167	-0.084011	-0.021166	-0.020280	0.009740	-0.631735	-0.591859	-0.026125	-0.036273	0.001902	-0.189419	-0.026045	-0.811367	-0.005966	-0.113266	-0.082259	-0.090451	-0.088419	-0.128974	-0.659707	-0.075003	-0.038710	-0.067651	-0.102228	-0.081382	-0.063620	-0.085052	-0.357361	-0.148519	-0.403433	0.112418	-0.144402	-0.251268	-0.052635	-0.095015	-0.166155	-0.128950	-0.100243	0.010476	-0.037657	-0.019428	-1.161316	-1.152690	-0.079095	-0.055871	0.014093	0.071400	0.012449	-0.106810	-0.121117	0.119016	0.157880	0.191742	0.149783	0.202523	0.253153	0.141680	0.247841	0.301958	0.361934	0.291571	0.319917	-0.007847	-0.013506	0.216133	0.311383	0.363054	0.434741	0.328830	-0.139207	0.079484	0.396037	1.178328	0.345752	0.413420	0.387796	-1.451835	0.427420	0.270467	0.653287	0.631055	0.565866	0.006593	0.060384	-0.566456	-0.599198	-0.510108
0.868087	0.497629	1.047768	0.806785	-0.134136	-0.217542	-0.264114	-0.478467	0.643115	0.602582	-0.056761	-0.272131	-0.146248	0.189442	0.449024	0.153507	0.192162	0.322624	0.356410	0.173531	0.110911	-0.088139	0.664895	0.259510	-1.231164	0.076807	0.118906	0.064792	0.025163	0.144313	-0.138902	-0.832643	-0.645912	0.023136	-0.016544	-0.036035	-0.666497	-0.321198	0.209640	-0.015115	-0.003413	-0.028514	-0.542059	-0.088849	-0.016753	-0.029389	-0.002542	-0.616718	-0.606717	-0.038562	-0.047356	-0.010120	-0.201692	-0.037031	-0.828041	0.008425	-0.122459	-0.092302	-0.099201	-0.093977	-0.140527	-0.676290	-0.083518	-0.047863	-0.075870	-0.110186	-0.092551	-0.072575	-0.091458	-0.348828	-0.161164	-0.419088	0.092215	-0.150040	-0.262404	-0.062492	-0.101233	-0.172722	-0.135491	-0.104290	0.002978	-0.045609	-0.033063	-1.164171	-1.157075	-0.071373	-0.047306	0.005445	0.071627	0.013088	-0.105981	-0.104568	0.125131	0.160617	0.194288	0.150235	0.211592	0.260644	0.107352	0.237654	0.302740	0.370174	0.296485	0.328364	-0.004589	-0.016573	0.241861	0.309796	0.371315	0.449564	0.334519	-0.143322	0.111506	0.431653	1.191779	0.356883	0.429797	0.399749	-1.429743	0.452451	0.311512	0.697868	0.647419	0.575597	0.039265	0.089343	-0.558996	-0.595212	-0.528325
0.915669	0.533422	1.070826	0.815684	-0.142184	-0.232947	-0.273406	-0.449461	0.663972	0.609654	-0.073586	-0.287228	-0.157379	0.169348	0.431594	0.142149	0.191495	0.311423	0.340745	0.179680	0.090874	-0.060978	0.665374	0.244877	-1.221666	0.092061	0.103583	0.052158	0.012841	0.138863	-0.147358	-0.806700	-0.632943	0.007026	-0.031702	-0.039207	-0.671676	-0.323745	0.202835	-0.031150	-0.017939	-0.039349	-0.536178	-0.091305	-0.010777	-0.037290	-0.013523	-0.600308	-0.621200	-0.050205	-0.057506	-0.021781	-0.213546	-0.048228	-0.844117	0.023596	-0.129155	-0.101102	-0.106987	-0.098963	-0.151875	-0.692160	-0.090435	-0.056285	-0.083693	-0.117792	-0.104183	-0.080926	-0.097225	-0.338242	-0.173900	-0.433840	0.072517	-0.155179	-0.272839	-0.072785	-0.107644	-0.178439	-0.142148	-0.109340	-0.004916	-0.054571	-0.046739	-1.166651	-1.160849	-0.064560	-0.039704	-0.002662	0.071283	0.012941	-0.105624	-0.087845	0.130462	0.162300	0.196021	0.149877	0.219717	0.266545	0.074247	0.226454	0.302904	0.376667	0.300117	0.335354	-0.002934	-0.019083	0.263190	0.306823	0.377807	0.462479	0.339014	-0.147303	0.140456	0.457669	1.201152	0.366184	0.444620	0.409940	-1.410448	0.471757	0.348868	0.737690	0.660849	0.583304	0.073989	0.117782	-0.544992	-0.584315	-0.545834
0.958463	0.564015	1.088685	0.821429	-0.150400	-0.248387	-0.282383	-0.423964	0.679698	0.615605	-0.089805	-0.301796	-0.167680	0.146835	0.409478	0.129571	0.191311	0.299706	0.324463	0.185187	0.077340	-0.032243	0.665434	0.232384	-1.199672	0.113139	0.090514	0.041523	0.001863	0.133929	-0.155260	-0.773155	-0.616159	-0.007394	-0.044426	-0.041074	-0.675278	-0.321685	0.195177	-0.045175	-0.031094	-0.048648	-0.526714	-0.091749	-0.003413	-0.043805	-0.022952	-0.583005	-0.635543	-0.060765	-0.066480	-0.032813	-0.224715	-0.059319	-0.859323	0.039179	-0.133282	-0.108446	-0.113647	-0.103280	-0.162738	-0.706991	-0.095597	-0.063778	-0.090956	-0.124849	-0.115984	-0.088475	-0.102197	-0.325808	-0.186454	-0.447358	0.053770	-0.159689	-0.282346	-0.083249	-0.114003	-0.183087	-0.148708	-0.115188	-0.012930	-0.064276	-0.060177	-1.168535	-1.163681	-0.058821	-0.033156	-0.009978	0.070399	0.012008	-0.105657	-0.071238	0.134987	0.162998	0.196990	0.148815	0.226782	0.270844	0.042911	0.214472	0.302487	0.381424	0.302482	0.340878	-0.002907	-0.020798	0.279505	0.302588	0.382479	0.473340	0.342341	-0.151014	0.165427	0.473601	1.206036	0.373551	0.457712	0.418259	-1.394426	0.484499	0.381180	0.771913	0.671204	0.588943	0.109805	0.144355	-0.524849	-0.566835	-0.562275
